Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales,Critic_Score,User_Score,Rating
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,0.22,0.5,78.0,7.8,E10+
Call of Duty: World at War,PC,2008.0,Shooter,0.02,0.18,83.0,7.5,M
Family Guy: Back to the Multiverse,X360,2012.0,Action,0.14,0.25,39.0,5.0,M
Odin Sphere: Leifthrasir,PSV,2016.0,Role-Playing,0.02,0.14,93.0,7.9,T
NBA Street Homecourt,PS3,2007.0,Sports,0.12,0.15,81.0,6.5,E
Sega Superstars Tennis,PS3,2008.0,Sports,0.13,0.4,67.0,7.4,E10+
Sabre Wulf,GBA,,Platform,0.02,0.03,75.0,8.0,E
Agatha Christie's The ABC Murders,XOne,2016.0,Adventure,0.01,0.01,66.0,7.5,
South Park: The Stick of Truth,X360,2014.0,Role-Playing,0.58,0.92,82.0,8.4,M
Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,0.09,0.12,62.0,7.7,M
The Legend of Alon D'ar,PS2,2001.0,Role-Playing,0.04,0.08,43.0,6.7,T
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,0.03,0.04,46.0,5.8,E
MotoGP 10/11,PS3,2011.0,Racing,0.04,0.17,68.0,6.1,E
Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,0.03,0.06,59.0,8.4,T
Baseball Advance,GBA,2002.0,Sports,0.1,0.13,80.0,7.8,E
The Godfather II,PS3,2009.0,Action,0.41,0.74,67.0,7.2,M
F1 Race Stars,X360,2012.0,Racing,0.07,0.27,64.0,5.7,E
Madden NFL 2001,PS2,2000.0,Sports,1.19,1.5,91.0,7.7,E
Assassin's Creed II,PS3,2009.0,Action,2.54,5.55,91.0,8.6,M
RollerCoaster Tycoon 2,PC,2002.0,Strategy,1.19,1.25,74.0,8.5,E
Race Pro,X360,2009.0,Racing,0.06,0.17,72.0,7.0,E
The Legend of Spyro: The Eternal Night,Wii,2007.0,Platform,0.18,0.21,60.0,6.4,E10+
Guitar Hero: Metallica,Wii,2009.0,Misc,0.4,0.93,85.0,8.6,T
The King of Fighters XI,PS2,2006.0,Fighting,0.07,0.19,75.0,8.5,T
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,0.36,0.4,73.0,7.3,T
Stuntman: Ignition,PS3,2007.0,Racing,0.17,0.52,76.0,6.2,T
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,0.02,0.02,67.0,6.8,M
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,0.34,0.53,82.0,8.5,T
Rage,X360,2011.0,Shooter,0.82,1.6,81.0,6.7,M
Growlanser Generations,PS2,2003.0,Role-Playing,0.06,0.11,81.0,7.7,T
Deadpool,PS4,2015.0,Action,0.14,0.29,60.0,5.7,M
Cooking Mama: Cook Off,Wii,2007.0,Simulation,1.41,2.89,61.0,5.3,E
Bully: Scholarship Edition,X360,2008.0,Action,0.53,1.06,80.0,8.3,T
Destiny,XOne,2014.0,Shooter,2.14,3.37,75.0,5.5,T
Mega Man Powered Up,PSP,2006.0,Platform,0.12,0.14,82.0,7.5,E
WWE 2K15,PS3,2014.0,Sports,0.36,0.78,55.0,3.1,T
Fallout: New Vegas,X360,2010.0,Role-Playing,2.66,4.05,84.0,8.1,M
Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,0.3,0.42,72.0,8.0,E
Guitar Hero: World Tour,Wii,2008.0,Misc,2.32,3.62,86.0,7.6,T
Senran Kagura 2: Deep Crimson ,3DS,2014.0,Action,0.1,0.22,58.0,6.8,M
Tony Hawk's Underground,PS2,2003.0,Sports,2.29,3.9,90.0,8.7,T
Red Faction: Armageddon,PC,2011.0,Shooter,0.05,0.09,75.0,6.7,M
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,0.0,0.11,69.0,9.0,T
Borderlands 2,PC,2012.0,Shooter,0.42,0.93,89.0,8.2,M
Star Wars: Demolition,PS,2000.0,Racing,0.25,0.46,63.0,6.5,T
SSX On Tour,XB,2005.0,Sports,0.11,0.14,81.0,8.1,E
Batman: Arkham City,PS3,2011.0,Action,2.71,5.48,96.0,8.6,T
Tony Hawk's Project 8,PSP,2006.0,Sports,0.41,0.56,68.0,7.6,T
Onechanbara Z2: Chaos,PS4,2014.0,Action,0.14,0.24,57.0,6.5,M
Mario Super Sluggers,Wii,2008.0,Sports,1.48,1.89,69.0,7.8,E
Unreal Tournament III,PC,2007.0,Shooter,0.0,0.06,83.0,8.0,M
Meteos,DS,2005.0,Puzzle,0.15,0.23,88.0,7.5,E
The Testament of Sherlock Holmes,X360,2012.0,Adventure,0.0,0.02,64.0,7.6,M
Bully: Scholarship Edition,Wii,2008.0,Action,0.17,0.5,83.0,8.4,T
TRON: Evolution,X360,2010.0,Action,0.24,0.31,58.0,6.0,T
Curious George,PS2,2006.0,Action,0.06,0.12,53.0,7.7,E
Toukiden Kiwami,PS4,2015.0,Action,0.05,0.17,74.0,7.6,T
Sword Art Online: Hollow Fragment,PSV,2014.0,Role-Playing,0.0,0.3,67.0,7.6,T
The Incredible Hulk,PS3,2008.0,Action,0.22,0.26,55.0,6.8,T
Time Hollow,DS,2008.0,Adventure,0.03,0.16,64.0,7.8,T
NBA 2K14,PS4,2013.0,Sports,0.89,1.45,85.0,6.5,E
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,0.11,0.54,58.0,7.5,T
GRID Autosport,PC,2014.0,Racing,0.0,0.02,78.0,6.2,E
NFL Blitz Pro,XB,2003.0,Sports,0.04,0.05,71.0,6.6,E
Crushed Baseball,GBA,2004.0,Sports,0.03,0.04,,,E
TimeSplitters 2,GC,2002.0,Shooter,0.34,0.44,88.0,9.0,T
The Void,PC,2008.0,Adventure,0.0,0.03,77.0,8.3,
Resistance: Fall of Man,PS3,2006.0,Shooter,1.74,4.34,86.0,8.1,M
Call of Juarez,X360,2007.0,Shooter,0.14,0.18,71.0,6.9,M
Sniper Elite,PC,2005.0,Shooter,0.0,0.02,76.0,8.0,M
Enemy Front,X360,2014.0,Shooter,0.02,0.04,35.0,5.8,M
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,0.05,0.33,52.0,6.0,M
Dissidia: Final Fantasy,PSP,2008.0,Fighting,0.51,2.23,79.0,8.0,T
Transformers: Cybertron Adventures,Wii,2010.0,Action,0.14,0.27,41.0,6.5,T
Anno 2205,PC,2015.0,Strategy,0.02,0.25,72.0,5.9,E10+
Resident Evil 5,PC,2009.0,Action,0.01,0.07,86.0,7.1,M
TOCA Race Driver 3,XB,2006.0,Racing,0.03,0.03,84.0,8.0,E10+
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,0.09,0.21,32.0,1.5,T
Fishing Master,Wii,2007.0,Misc,0.29,0.31,58.0,8.1,E
Pac-Man World 3,GC,2005.0,Platform,0.07,0.09,66.0,7.3,E
NBA 2K10,PS3,2009.0,Sports,0.75,0.84,83.0,7.8,E
Zoo Tycoon DS,DS,2005.0,Strategy,0.86,0.98,44.0,6.6,E
Madden NFL 15,XOne,2014.0,Sports,1.31,1.57,80.0,6.4,E
Need for Speed: Most Wanted,XB,2005.0,Racing,0.53,1.04,83.0,8.8,T
Ghostbusters: The Video Game,PS3,2009.0,Action,0.34,0.84,78.0,7.9,T
Star Fox Adventures,GC,2002.0,Adventure,0.96,1.87,82.0,7.7,T
Shadows of the Damned,PS3,2011.0,Action,0.11,0.27,77.0,8.1,M
Tomb Raider: The Prophecy,GBA,2002.0,Action,0.1,0.14,66.0,8.8,T
Mister Mosquito,PS2,2001.0,Shooter,0.05,0.28,65.0,4.9,T
Prince of Persia: The Two Thrones,GC,2005.0,Action,0.11,0.15,84.0,8.1,M
Final Fantasy IX,PS,2000.0,Role-Playing,1.62,5.3,94.0,8.9,T
Cars,X360,2006.0,Racing,0.22,0.25,65.0,6.1,E
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,2.57,4.09,91.0,7.9,T
F-Zero: Maximum Velocity,GBA,2001.0,Racing,0.39,1.04,86.0,8.5,E
The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,0.26,0.54,83.0,8.7,T
Prince of Persia: The Two Thrones,PS2,2005.0,Action,0.57,0.68,85.0,8.5,M
Wing Commander: Prophecy,GBA,2003.0,Simulation,0.04,0.05,70.0,8.3,T
MX vs. ATV Untamed,PS3,2007.0,Racing,0.35,0.46,67.0,6.1,E
Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,0.21,0.61,75.0,7.6,E10+
Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,0.66,1.5,76.0,8.9,E
Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,3.22,5.27,81.0,5.4,M
NHL 2K9,Wii,2008.0,Sports,0.06,0.06,65.0,5.4,E10+
Worms: WMD,XOne,2016.0,Action,0.01,0.01,75.0,8.1,E10+
DiRT,PS3,2007.0,Racing,0.16,1.05,83.0,8.0,E
Dead Rising 3,XOne,2013.0,Action,1.06,1.57,78.0,6.8,M
Kirby: Canvas Curse,DS,2005.0,Platform,0.36,0.72,86.0,8.2,E
Racquet Sports,PS3,2010.0,Sports,0.11,0.34,45.0,4.3,E
Syberia II,PC,2004.0,Adventure,0.0,0.02,80.0,8.3,T
Wii Party,Wii,2010.0,Misc,1.75,8.38,68.0,7.4,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,0.32,0.93,77.0,7.9,T
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,0.5,0.61,56.0,6.0,E
Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Shooter,0.34,0.45,76.0,8.7,T
"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,0.09,0.2,74.0,7.4,M
The Weakest Link,PS,2001.0,Misc,0.05,0.09,63.0,7.2,E
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005.0,Shooter,0.02,0.02,71.0,9.2,M
CrossworDS,DS,2008.0,Puzzle,0.5,0.55,67.0,6.8,E
Brain Age: Train Your Brain in Minutes a Day,DS,2005.0,Misc,4.74,20.15,77.0,7.9,E
Gun,PS2,2005.0,Shooter,0.98,1.17,77.0,8.7,M
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,0.13,1.0,72.0,9.3,T
New Super Luigi U,WiiU,2013.0,Platform,1.25,2.24,77.0,7.9,E
Quantum Theory,PS3,2010.0,Shooter,0.05,0.19,43.0,5.3,M
Onimusha: Blade Warriors,PS2,2003.0,Fighting,0.06,0.12,65.0,6.9,T
RoadKill,PS2,2003.0,Action,0.08,0.17,71.0,7.9,M
Resident Evil 3: Nemesis,GC,2003.0,Action,0.06,0.08,62.0,8.3,M
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,0.16,0.19,56.0,6.4,T
Crash Bash,PS,2000.0,Misc,1.56,3.39,68.0,8.2,E
Stunt GP,PS2,2001.0,Racing,0.02,0.05,49.0,8.1,E
The Mark of Kri,PS2,2002.0,Action,0.22,0.46,80.0,7.9,M
Project: Snowblind,XB,2005.0,Action,0.08,0.11,79.0,7.0,T
Cars: Mater-National Championship,DS,2007.0,Racing,0.63,0.68,69.0,6.8,E
Hunted: The Demon's Forge,PS3,2011.0,Action,0.12,0.25,57.0,6.2,M
NHL 17,PS4,2016.0,Sports,0.19,0.33,78.0,5.8,E10+
Samurai Warriors 2: Empires,X360,2007.0,Action,0.03,0.04,53.0,8.5,T
Icewind Dale II,PC,2002.0,Role-Playing,0.0,0.01,83.0,8.3,T
Def Jam Icon,PS3,2007.0,Action,0.16,0.42,68.0,4.4,M
Transformers: Devastation,PC,2015.0,Action,0.0,0.03,74.0,7.6,T
Marvel: Ultimate Alliance 2,PS3,2009.0,Role-Playing,0.49,0.73,74.0,7.3,T
Metro: Last Light,X360,2013.0,Action,0.17,0.35,80.0,8.4,
Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,0.23,0.31,85.0,8.6,M
Tales of Legendia,PS2,2005.0,Role-Playing,0.07,0.49,72.0,7.7,T
Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,0.57,0.98,82.0,7.5,M
Tetris Worlds,PS2,2002.0,Puzzle,1.11,2.08,44.0,6.2,E
Portal 2,PS3,2011.0,Shooter,0.83,1.7,95.0,8.4,E10+
Spider-Man: Web of Shadows,Wii,2008.0,Action,0.22,0.25,63.0,6.9,T
Star Ocean: The Second Story,PS,1998.0,Role-Playing,0.26,1.1,80.0,8.5,E
Rayman Raving Rabbids,PC,2006.0,Misc,0.0,0.01,58.0,7.6,E
Stranglehold,PS3,2007.0,Shooter,0.24,0.3,77.0,7.9,M
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,0.26,0.53,71.0,8.2,E
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,1.42,1.94,63.0,8.3,M
Family Guy,PSP,2006.0,Action,0.18,0.19,51.0,6.3,M
Crash Nitro Kart,GBA,2003.0,Racing,0.33,0.46,77.0,8.3,E
Ice Age 2: The Meltdown,Wii,2006.0,Platform,0.06,0.08,66.0,7.8,E10+
Gran Turismo,PS,1997.0,Racing,4.02,10.95,96.0,8.7,E
Smart Kid's Party Fun Pak,DS,2008.0,Misc,0.05,0.05,,,
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,0.62,2.25,84.0,9.0,M
Superstars V8 Racing,PS3,2009.0,Racing,0.0,0.03,66.0,4.9,E
Major League Baseball 2K9,PS3,2009.0,Sports,0.16,0.17,61.0,4.0,E
Dark Souls,X360,2011.0,Role-Playing,0.64,0.99,89.0,8.4,M
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,0.55,0.87,80.0,7.7,M
Dynasty Warriors 8: Empires,PS4,2014.0,Action,0.06,0.19,63.0,7.5,T
Fable III,PC,2011.0,Role-Playing,0.1,0.32,75.0,5.4,M
Sacred 3,PS3,2014.0,Role-Playing,0.03,0.1,56.0,3.4,M
Shrek the Third,Wii,2007.0,Action,0.25,0.28,57.0,6.7,E10+
Call of Duty: Modern Warfare 2,PC,2009.0,Shooter,0.01,0.88,86.0,4.2,M
NBA 2K11,X360,2010.0,Action,1.84,2.09,89.0,8.1,E
World Series Baseball 2K3,PS2,2003.0,Sports,0.12,0.25,87.0,8.7,E
Worms Forts: Under Siege,XB,2004.0,Strategy,0.05,0.07,67.0,8.0,T
Grand Ages: Medieval,PS4,2015.0,Strategy,0.0,0.07,64.0,7.1,T
The Secret Saturdays: Beasts of the 5th Sun,DS,2009.0,Action,0.08,0.08,60.0,,E10+
The Incredibles,GC,2004.0,Action,0.65,0.84,63.0,7.1,T
LEGO The Lord of the Rings,PS3,2012.0,Action,0.37,1.05,82.0,8.3,E10+
Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,0.26,0.61,77.0,6.3,M
4x4 EVO 2,XB,2001.0,Racing,0.18,0.24,59.0,6.2,E
Secret Agent Clank,PSP,2008.0,Platform,0.04,0.13,72.0,7.8,E10+
Harvest Moon: Save the Homeland,PS2,,Simulation,0.19,0.4,76.0,8.8,E
Psychonauts,PS2,2005.0,Platform,0.05,0.09,86.0,8.7,T
Tomb Raider,PS,1996.0,Action,2.29,4.63,91.0,8.6,T
Madden NFL 2003,XB,2002.0,Sports,0.67,0.71,92.0,8.3,E
Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,0.11,0.13,72.0,7.8,M
TrackMania Turbo,PC,2016.0,Action,0.0,0.01,79.0,6.8,E
LEGO Rock Band,DS,2009.0,Misc,0.32,0.45,80.0,7.5,E
DmC: Devil May Cry,PS3,2013.0,Action,0.24,0.79,85.0,5.3,M
NFL Street 2,PS2,2004.0,Sports,0.79,1.61,77.0,8.7,E
Ninja Blade,X360,2009.0,Action,0.14,0.33,68.0,6.8,M
F1 2011,PSV,2011.0,Racing,0.03,0.13,66.0,6.2,E
Ultimate Mortal Kombat,DS,2007.0,Fighting,0.07,0.09,73.0,8.6,M
Final Fantasy III,DS,2006.0,Role-Playing,0.89,2.08,77.0,7.1,E10+
Zone of the Enders,PS2,2001.0,Shooter,0.3,0.75,78.0,7.4,M
Max Payne 3,PC,2012.0,Shooter,0.16,0.43,87.0,7.6,M
RedCard 20-03,XB,2002.0,Sports,0.03,0.03,67.0,9.0,E
Otogi 2: Immortal Warriors,XB,2003.0,Action,0.04,0.05,79.0,8.3,T
Child of Eden,PS3,2011.0,Shooter,0.09,0.22,81.0,7.8,E10+
Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,0.04,0.13,75.0,8.5,T
The Legendary Starfy,DS,2008.0,Platform,0.6,0.85,75.0,8.4,E
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,0.68,1.11,94.0,9.0,M
Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,0.14,0.16,25.0,2.5,M
Bloody Roar Extreme,XB,2003.0,Fighting,0.03,0.04,61.0,8.6,T
007: The World is not Enough,PS,2000.0,Action,0.51,0.92,61.0,6.7,T
All-Pro Football 2K8,PS3,2007.0,Sports,0.14,0.15,73.0,7.3,E10+
Hidden Invasion,PS2,2001.0,Shooter,0.04,0.08,39.0,5.8,T
DiRT 2,PS3,2009.0,Racing,0.27,0.99,87.0,8.2,T
The Matrix: Path of Neo,PS2,2005.0,Action,0.41,0.49,69.0,7.9,T
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,1.63,2.67,79.0,7.7,E
World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,0.23,0.48,80.0,9.1,E
Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,0.0,0.09,73.0,7.5,T
MySims SkyHeroes,X360,2010.0,Action,0.09,0.1,56.0,5.5,E10+
Deadpool,X360,2013.0,Action,0.26,0.43,62.0,7.4,M
SimCity (2013),PC,2013.0,Simulation,0.48,1.42,64.0,2.2,E10+
Just Dance 3,X360,2011.0,Misc,1.47,2.02,70.0,7.7,E10+
The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,0.32,0.45,89.0,8.9,M
Digimon Rumble Arena 2,PS2,2004.0,Fighting,0.05,0.09,63.0,7.3,T
Hot Wheels Velocity X,PS2,2002.0,Racing,0.23,0.47,54.0,7.1,E
Madden NFL 09 All-Play,Wii,2008.0,Sports,0.76,0.83,82.0,7.2,E
Samurai Warriors 4,PSV,2014.0,Action,0.0,0.11,76.0,8.6,T
Call of Juarez: Bound in Blood,X360,2009.0,Shooter,0.3,0.6,77.0,7.6,M
Castlevania: Aria of Sorrow,GBA,2003.0,Platform,0.2,0.28,91.0,9.1,T
PlayStation All-Stars Battle Royale,PSV,2012.0,Action,0.21,0.45,75.0,7.5,T
Hospital Tycoon,PC,2007.0,Strategy,0.0,0.01,51.0,3.8,E10+
WarioWare D.I.Y.,DS,2009.0,Misc,0.17,0.59,82.0,8.7,E
WWE 2K16,PS4,2015.0,Sports,0.41,1.21,73.0,7.4,T
Resident Evil,PS,1996.0,Action,2.05,5.05,91.0,9.0,M
I-Ninja,PS2,2003.0,Platform,0.19,0.4,73.0,8.3,T
Defiance,PC,2013.0,Shooter,0.14,0.21,64.0,6.5,M
The Talos Principle,PS4,2015.0,Puzzle,0.0,0.03,88.0,8.4,E10+
Far Cry: Primal,PS4,2016.0,Action,0.6,2.26,76.0,6.3,M
Dragon Valor,PS,1999.0,Role-Playing,0.04,0.07,57.0,8.3,T
Ride 2,PS4,2016.0,Racing,0.0,0.05,71.0,8.0,E
Overlord: Raising Hell,PS3,2008.0,Action,0.07,0.12,72.0,7.7,T
Disney Art Academy,3DS,2016.0,Action,0.02,0.11,72.0,6.8,E
Serious Sam: Next Encounter,GC,2004.0,Shooter,0.02,0.02,69.0,8.4,M
The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,0.07,0.07,36.0,2.4,T
Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,0.03,0.04,81.0,8.9,T
Last Rebellion,PS3,2010.0,Role-Playing,0.06,0.09,44.0,4.6,T
Pokémon Emerald Version,GBA,2004.0,Role-Playing,2.57,6.41,76.0,9.0,E
Street Hoops,GC,,Sports,0.09,0.12,56.0,7.3,T
Supreme Ruler: Cold War,PC,2011.0,Strategy,0.0,0.03,63.0,6.8,RP
Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,0.15,0.16,58.0,3.1,M
Tom Clancy's HAWX,X360,2009.0,Action,0.31,0.58,73.0,7.3,T
Need for Speed Carbon,PC,2006.0,Racing,0.0,0.05,78.0,7.2,E10+
MotoGP '06,X360,2006.0,Racing,0.11,0.14,80.0,7.7,E
Rogue Warrior,X360,2009.0,Shooter,0.09,0.11,28.0,2.8,M
Mortal Kombat: Deception,XB,2004.0,Fighting,0.61,0.76,81.0,8.8,M
Robert Ludlum's The Bourne Conspiracy,X360,,Action,0.26,0.44,71.0,7.2,T
Attack of the Movies 3D,X360,2010.0,Shooter,0.04,0.04,38.0,1.7,T
Dead or Alive 3,XB,2001.0,Fighting,1.19,1.77,87.0,8.6,T
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,0.05,0.23,77.0,7.5,T
Dungeon Siege II,PC,2005.0,Role-Playing,0.0,0.03,80.0,7.9,M
The King of Fighters Collection: The Orochi Saga,PS2,2006.0,Fighting,0.1,0.2,67.0,8.5,T
Armored Core: Nexus,PS2,2004.0,Simulation,0.06,0.26,73.0,8.7,T
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,0.04,0.09,71.0,8.5,T
No Man's Sky,PS4,2016.0,Action,0.63,1.7,71.0,4.5,T
Rumble Roses XX,X360,2006.0,Fighting,0.07,0.13,62.0,6.6,M
The Sims 2,PC,2004.0,Simulation,0.02,0.29,90.0,8.8,T
Spider-Man: Shattered Dimensions,DS,2010.0,Action,0.17,0.19,73.0,7.0,E10+
City Builder,Wii,2010.0,Misc,0.04,0.04,,,E
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,0.12,0.33,61.0,6.6,T
SWAT 4,PC,2005.0,Shooter,0.0,0.03,85.0,8.6,M
Spyro: Enter the Dragonfly,GC,2002.0,Platform,0.55,0.71,48.0,5.1,E
Petz: Hamsterz Bunch,PSP,2009.0,Simulation,0.06,0.07,,,E
Deadly Creatures,Wii,2009.0,Action,0.08,0.22,72.0,8.8,T
Stoked: Big Air Edition,X360,2009.0,Sports,0.02,0.04,72.0,7.7,T
Street Fighter V,PS4,2016.0,Fighting,0.4,0.9,77.0,3.4,T
The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,0.07,0.2,53.0,7.5,T
The Kore Gang,Wii,2010.0,Platform,0.04,0.04,70.0,8.6,E10+
NCAA Football 12,PS3,2011.0,Sports,0.78,0.83,82.0,5.8,E
Fire Emblem: Path of Radiance,GC,2005.0,Action,0.29,0.54,85.0,8.9,T
NBA Live 2002,XB,2001.0,Sports,0.35,0.4,76.0,7.5,E
Mass Effect 3,PC,2012.0,Role-Playing,0.4,0.97,89.0,5.5,M
ESPN NFL Primetime 2002,XB,2002.0,Sports,0.01,0.02,57.0,,E
Disney's A Christmas Carol,DS,2009.0,Adventure,0.21,0.23,66.0,6.5,E
James Bond 007: Everything or Nothing,GBA,2003.0,Shooter,0.12,0.17,73.0,8.3,T
Gladius,XB,2003.0,Strategy,0.1,0.14,79.0,8.5,T
Super Monkey Ball Deluxe,PS2,2005.0,Misc,0.12,0.24,78.0,7.7,E
Ninja Gaiden 3,X360,2012.0,Action,0.16,0.25,58.0,4.4,M
Ratatouille,PSP,2007.0,Action,0.22,0.66,64.0,7.1,E
Yoshi Topsy-Turvy,GBA,2004.0,Platform,0.25,0.65,60.0,6.6,E
Lost Dimension,PS3,2014.0,Role-Playing,0.05,0.07,71.0,7.3,T
Warriors Orochi 2,X360,2008.0,Action,0.04,0.06,44.0,8.1,T
The Beatles: Rock Band,PS3,2009.0,Misc,0.67,1.12,88.0,8.7,T
PaRappa The Rapper 2,PS2,2001.0,Misc,0.07,0.14,67.0,6.6,E
Drawn to Life,DS,2007.0,Action,0.71,0.78,73.0,8.2,E
Style Savvy,DS,2008.0,Simulation,0.62,2.58,73.0,7.7,E
Metroid Prime 2: Echoes,GC,2004.0,Shooter,0.87,1.33,92.0,8.8,T
Assassin's Creed III,PS3,2012.0,Action,2.64,6.45,85.0,6.9,M
Aeon Flux,PS2,2005.0,Action,0.02,0.04,66.0,5.8,T
All-Star Baseball 2004,GC,2003.0,Sports,0.06,0.08,80.0,9.2,E
Mega Man Zero Collection,DS,2010.0,Platform,0.17,0.31,78.0,8.9,E
Dragon Ball: Raging Blast,X360,2009.0,Fighting,0.36,0.51,56.0,7.5,T
GRID Autosport,PS3,2014.0,Racing,0.05,0.18,75.0,6.8,E
Splatoon,WiiU,2015.0,Shooter,1.54,4.43,81.0,8.5,E10+
Doki-Doki Universe,PSV,2013.0,Adventure,0.0,0.01,66.0,5.7,E10+
Jumper: Griffin's Story,X360,2008.0,Action,0.05,0.06,29.0,3.3,T
NBA 2K10,X360,2009.0,Sports,0.88,0.97,82.0,7.6,E
Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,0.07,0.08,73.0,9.0,T
Quake 4,X360,2005.0,Shooter,0.32,0.37,75.0,6.7,M
Need for Speed: Hot Pursuit,Wii,2010.0,Racing,0.17,0.46,50.0,3.7,E10+
WipEout 3,PS,1999.0,Racing,0.19,0.34,89.0,8.5,E
EyeToy: Groove,PS2,2003.0,Misc,0.09,0.18,73.0,8.0,E
Pitfall: The Lost Expedition,PS2,2004.0,Platform,0.1,0.2,70.0,8.9,E
We Cheer,Wii,2008.0,Simulation,0.47,0.52,56.0,7.3,E10+
Worms 3D,XB,2003.0,Strategy,0.04,0.06,69.0,8.4,T
The Incredible Hulk,PS2,2008.0,Action,0.32,0.38,50.0,6.0,T
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,0.14,0.3,53.0,5.5,T
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,0.08,0.1,81.0,8.5,M
Rolling Stone: Drum King,Wii,2009.0,Misc,0.09,0.1,32.0,1.8,T
Spyborgs,Wii,2009.0,Action,0.09,0.11,66.0,6.3,T
Final Fantasy XI,X360,2006.0,Role-Playing,0.17,0.19,66.0,6.5,T
NFL GameDay 2004,PS2,2003.0,Sports,0.2,0.41,65.0,8.7,E
The BIGS,PS2,2007.0,Sports,0.25,0.51,71.0,4.8,E
Superman Returns,DS,2006.0,Action,0.07,0.07,33.0,4.9,E
Rabbids Land,WiiU,2012.0,Misc,0.01,0.03,52.0,5.2,E10+
Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,0.08,0.09,79.0,8.2,M
Commandos 2: Men of Courage,XB,2002.0,Strategy,0.05,0.07,67.0,8.4,T
Conflict: Global Terror,PS2,2005.0,Shooter,0.09,0.19,62.0,8.5,M
Armored Core 3 Portable,PSP,2009.0,Simulation,0.0,0.08,43.0,6.7,T
BlazBlue: Continuum Shift,X360,2010.0,Fighting,0.23,0.31,85.0,8.7,T
FIFA Soccer 2002,GC,2001.0,Sports,0.14,0.18,81.0,8.0,E
NHL 2K6,PS2,2005.0,Sports,0.21,0.42,81.0,5.8,E10+
Sorcery,PS3,2012.0,Action,0.14,0.29,70.0,7.3,E10+
Battlefield 2: Modern Combat,X360,2006.0,Shooter,0.35,0.41,77.0,7.3,T
Venetica,PC,2009.0,Role-Playing,0.0,0.05,61.0,6.8,T
Clubhouse Games,DS,2006.0,Misc,0.59,3.45,83.0,8.4,E
Operation Flashpoint: Red River,PS3,2011.0,Shooter,0.06,0.32,67.0,6.3,M
Dokapon Kingdom,Wii,2008.0,Role-Playing,0.12,0.13,73.0,8.3,E10+
Far Cry 4,PC,2014.0,Shooter,0.15,0.63,80.0,6.7,M
